,Complaint Type,Sub Type,Unnamed: 0,address_street_direction,address_street_name,address_street_number,address_street_suffix,any_people_using_property_homeless_childen_gangs_,community_area,completion_date,creation_date,current_activity,if_the_building_is_open_where_is_the_entry_point_,is_the_building_currently_vacant_or_occupied_,is_the_building_dangerous_or_hazardous_,is_the_building_vacant_due_to_fire_,latitude,location,location_of_building_on_the_lot_if_garage_change_type_code_to_bgd_,longitude,most_recent_action,number_of_potholes_filled_on_block,police_district,service_request_number,service_request_type,ssa,status,street_address,type_of_service_request,ward,what_type_of_surface_is_the_graffiti_on_,x_coordinate,y_coordinate,zip_code
948840,Pot Holes Reported,Pot Hole in Street,35502,,,,,,4.0,2011-02-28T00:00:00,2011-02-26T00:00:00,,,,,,41.96872434882172,"{'longitude': '-87.68896872699601', 'needs_recoding': False, 'latitude': '41.96872434882172'}",,-87.68896872699602,,,20.0,11-00329002,,21.0,Completed - Dup,2400 W LAWRENCE AVE,,47.0,,1159499.84859227,1931812.24239508,60625.0
1083700,Pot Holes Reported,Pot Hole in Street,20362,,,,,,5.0,2013-07-09T00:00:00,2013-04-17T00:00:00,Complaint Crew,,,,,41.939663298539,"{'longitude': '-87.6799088312844', 'needs_recoding': False, 'latitude': '41.939663298538996'}",,-87.67990883128441,Create Work Order,,19.0,13-00439295,,,Completed - Dup,2038 W BELMONT AVE,,32.0,,1162196.9546063999,1921244.87227445,60618.0
691060,Graffiti Removal,Pole,41060,,,,,,18.0,2015-11-05T00:00:00,2015-11-05T00:00:00,,,,,,41.93792530571419,"{'longitude': '-87.80399538575432', 'needs_recoding': False, 'latitude': '41.93792530571419'}",,-87.80399538575432,,,25.0,15-05966977,,,Completed,7101 W BELMONT AVE,Graffiti Removal,29.0,Metal - Painted,1128186.91001657,1920452.7299702,60634.0
1209826,Pot Holes Reported,Pothole in Street,46488,,,,,,44.0,2014-09-06T00:00:00,2014-05-17T00:00:00,Final Outcome,,,,,41.736337306232535,"{'longitude': '-87.61951863101486', 'needs_recoding': False, 'latitude': '41.736337306232535'}",,-87.61951863101486,Pothole Patched,7.0,6.0,14-00730961,,,Completed,8700 S INDIANA AVE,,6.0,,1179112.42707044,1847354.85850078,60619.0
1099575,Pot Holes Reported,Pot Hole in Street,36237,,,,,,72.0,2013-11-19T00:00:00,2013-11-19T00:00:00,Final Outcome,,,,,41.72327971247461,"{'longitude': '-87.67270376456473', 'needs_recoding': False, 'latitude': '41.723279712474614'}",,-87.67270376456474,Pothole Patched,19.0,22.0,13-01735444,,,Completed,9349 S DAMEN AVE,,19.0,,1164547.99796556,1842643.8321673,60643.0
319167,Graffiti Removal,Front,19167,,,,,,58.0,2012-05-22T00:00:00,2011-12-17T00:00:00,,,,,,41.81030083646428,"{'longitude': '-87.71018358453146', 'needs_recoding': False, 'latitude': '41.81030083646428'}",,-87.71018358453146,,,8.0,11-04268480,,39.0,Completed - Dup,4573 S ARCHER AVE,Graffiti Removal,14.0,Brick - Unpainted,1153995.22197073,1874017.75723208,60632.0
440746,Graffiti Removal,Front,40746,,,,,,30.0,2013-12-20T00:00:00,2013-12-20T00:00:00,,,,,,41.851714516891896,"{'longitude': '-87.70115101194958', 'needs_recoding': False, 'latitude': '41.851714516891896'}",,-87.70115101194958,,,10.0,13-01878958,,,Completed,3017 W CERMAK RD,Graffiti Removal,12.0,Other / Unknown Surface,1156527.34977628,1889230.51219306,60623.0
750322,Graffiti Removal,Front,322,,,,,,8.0,2016-05-04T00:00:00,2016-05-03T00:00:00,,,,,,41.90383104554419,"{'longitude': '-87.6287400477595', 'needs_recoding': False, 'latitude': '41.903831045544194'}",,-87.62874004775949,,,18.0,16-03020059,,,Completed,1 W DIVISION ST,Graffiti Removal,2.0,Brick - Painted,1176072.61999077,1908374.16852701,60610.0
339926,Graffiti Removal,Garage,39926,,,,,,24.0,2013-04-29T00:00:00,2013-04-28T00:00:00,,,,,,41.899764838247364,"{'longitude': '-87.67066323213544', 'needs_recoding': False, 'latitude': '41.899764838247364'}",,-87.67066323213542,,,12.0,13-00500625,,,Completed,1718 W AUGUSTA BLVD,Graffiti Removal,1.0,Aluminum Siding,1164698.31723112,1906722.6289182,60622.0
503612,Graffiti Removal,Fence,3612,,,,,,31.0,2014-05-27T00:00:00,2014-05-23T00:00:00,,,,,,41.85662932018782,"{'longitude': '-87.64538208309008', 'needs_recoding': False, 'latitude': '41.85662932018782'}",,-87.64538208309007,,,12.0,14-00769349,,,Completed,715 W 19TH ST,Graffiti Removal,25.0,Metal - Painted,1171755.71250537,1891139.3800722,60616.0
858008,Vacant and Abandoned Buildings Reported,Boarded,3386,S,EXCHANGE,8619,AVE,0.0,46.0,,2010-08-05T00:00:00,,,Vacant,,,41.73883542332719,"{'longitude': '-87.55268152582424', 'needs_recoding': False, 'latitude': '41.73883542332719'}",Front,-87.55268152582424,,,4.0,10-01236460,Vacant/Abandoned Building,,,,,10.0,,1197307.30053271,1848389.09187452,60617.0
850609,Graffiti Removal,Front,609,,,,,,58.0,2017-03-15T00:00:00,2017-03-15T00:00:00,,,,,,41.81494975321361,"{'longitude': '-87.6869480132127', 'needs_recoding': False, 'latitude': '41.81494975321361'}",,-87.6869480132127,,,9.0,17-01411748,,,Completed,4323 S CAMPBELL AVE,Graffiti Removal,15.0,Wood - Painted,1160411.76911207,1875924.63319289,60632.0
623736,Graffiti Removal,Rear,23736,,,,,,31.0,2015-05-06T00:00:00,2015-05-06T00:00:00,,,,,,41.847946314452095,"{'longitude': '-87.67761495305216', 'needs_recoding': False, 'latitude': '41.84794631445209'}",,-87.67761495305216,,,10.0,15-01833661,,,Completed,2448 S BLUE ISLAND AVE,Graffiti Removal,25.0,"Cement (Sidewalk, Alley, Wall, Curb)",1162917.18013008,1887823.91271584,60608.0
335760,Graffiti Removal,Front,35760,,,,,,5.0,2013-04-19T00:00:00,2013-04-18T00:00:00,,,,,,41.93730805090757,"{'longitude': '-87.688279180481', 'needs_recoding': False, 'latitude': '41.93730805090757'}",,-87.68827918048099,,,19.0,13-00457101,,,Completed,3048 N WESTERN AVE,Graffiti Removal,1.0,Wood - Painted,1159823.70730535,1920287.72997937,60618.0
1274353,Pot Holes Reported,Pothole in Street,11015,,,,,,58.0,2015-06-12T00:00:00,2015-06-01T00:00:00,,,,,,41.82435630760823,"{'longitude': '-87.7045936543129', 'needs_recoding': False, 'latitude': '41.82435630760823'}",,-87.7045936543129,,,9.0,15-02395441,,,Completed - Dup,3800 S KEDZIE AVE,,12.0,,1155658.52537301,1879230.3615698002,60632.0
1399666,Sanitation Code Complaints,Other,28886,,,,,,2.0,2012-08-24T00:00:00,2012-08-23T00:00:00,,,,,,41.99605909318087,"{'longitude': '-87.70080243896233', 'needs_recoding': False, 'latitude': '41.99605909318087'}",,-87.70080243896233,,,24.0,12-01504414,,,Completed,6317 N MOZART ST,Sanitation Code Violation,50.0,,1156190.93922395,1941788.92777188,60659.0
244738,Graffiti Removal,Traffic Control Box,44738,,,,,,21.0,2011-09-07T00:00:00,2011-09-07T00:00:00,,,,,,41.942743125403815,"{'longitude': '-87.69806950702842', 'needs_recoding': False, 'latitude': '41.942743125403815'}",,-87.69806950702842,,,17.0,11-03740877,,,Completed,3358 N CALIFORNIA AVE,Graffiti Removal,33.0,Brick - Painted,1157121.32857273,1922245.64257393,60618.0
404399,Graffiti Removal,Newspaper Box,4399,,,,,,5.0,2013-09-30T00:00:00,2013-09-30T00:00:00,,,,,,41.95427019387146,"{'longitude': '-87.67848499779967', 'needs_recoding': False, 'latitude': '41.95427019387145'}",,-87.67848499779966,,,19.0,13-01453153,,38.0,Completed,1954 W IRVING PARK RD,Graffiti Removal,47.0,Other / Unknown Surface,1162600.88682975,1926572.12502791,60613.0
1424489,Sanitation Code Complaints,Garbage in yard,3709,,,,,,67.0,2013-11-06T00:00:00,2013-10-16T00:00:00,,,,,,41.758682425876,"{'longitude': '-87.65394783586787', 'needs_recoding': False, 'latitude': '41.758682425876'}",,-87.65394783586788,,,7.0,13-01548642,,,Completed,1200 W 74TH PL,Sanitation Code Violation,17.0,,1169612.20002994,1855386.70998505,60636.0
1067823,Pot Holes Reported,Pot Hole in Street,4485,,,,,,8.0,2013-04-25T00:00:00,2013-04-25T00:00:00,Final Outcome,,,,,41.889249801888774,"{'longitude': '-87.63120782020108', 'needs_recoding': False, 'latitude': '41.889249801888774'}",,-87.63120782020107,Pothole Patched,10.0,18.0,13-00485325,,,Completed,400 N CLARK ST,,42.0,,1175468.20322606,1903001.2413052,60654.0
773839,Graffiti Removal,Pole,23839,,,,,,62.0,2016-07-13T00:00:00,2016-07-13T00:00:00,,,,,,41.78617283867909,"{'longitude': '-87.71494188419321', 'needs_recoding': False, 'latitude': '41.786172838679086'}",,-87.71494188419321,,,8.0,16-04930015,,,Completed,3642 W 59TH ST,Graffiti Removal,23.0,Metal - Painted,1153068.38007223,1865243.43767337,60629.0
1209648,Pot Holes Reported,Pothole in Street,46310,,,,,,10.0,2014-09-06T00:00:00,2014-06-07T00:00:00,Final Outcome,,,,,41.98793521006061,"{'longitude': '-87.81112919913913', 'needs_recoding': False, 'latitude': '41.987935210060606'}",,-87.81112919913912,Pothole Patched,5.0,16.0,14-00860771,,,Completed,7354 W TALCOTT AVE,,41.0,,1126286.55827365,1938537.7317317002,60631.0
120535,Graffiti Removal,Door,20535,,,,,,58.0,2011-04-06T00:00:00,2011-04-05T00:00:00,,,,,,41.8082534929259,"{'longitude': '-87.70262452074113', 'needs_recoding': False, 'latitude': '41.8082534929259'}",,-87.70262452074113,,,9.0,11-00633692,,,Completed,3124 W 47TH ST,Graffiti Removal,14.0,Brick - Painted,1156226.89989998,1873310.23377565,60632.0
702310,Graffiti Removal,Front,2310,,,,,,61.0,2015-12-10T00:00:00,2015-12-10T00:00:00,,,,,,41.81234698797307,"{'longitude': '-87.64865446810919', 'needs_recoding': False, 'latitude': '41.81234698797307'}",,-87.64865446810919,,,9.0,15-06650195,,13.0,Completed,913 W 45TH ST,Graffiti Removal,11.0,Brick - Unpainted,1170969.10998765,1874994.93881935,60609.0
1093447,Pot Holes Reported,Pot Hole in Street,30109,,,,,,30.0,2013-09-26T00:00:00,2013-08-23T00:00:00,Final Outcome,,,,,41.837929004900346,"{'longitude': '-87.72574217194294', 'needs_recoding': False, 'latitude': '41.837929004900346'}",,-87.72574217194294,Pothole Patched,1.0,10.0,13-01211049,,,Completed,3024 S KOMENSKY AVE,,22.0,,1149856.25741732,1884239.07281741,60623.0
498357,Graffiti Removal,Garage,48357,,,,,,13.0,2014-05-14T00:00:00,2014-05-14T00:00:00,,,,,,41.985131849307116,"{'longitude': '-87.71152431390276', 'needs_recoding': False, 'latitude': '41.98513184930712'}",,-87.71152431390276,,,17.0,14-00708651,,,Completed,5708 N SPAULDING AVE,Graffiti Removal,39.0,Other / Unknown Surface,1153345.68447783,1937776.60863395,60659.0
1433191,Sanitation Code Complaints,Other,12411,,,,,,8.0,2014-05-23T00:00:00,2014-05-22T00:00:00,,,,,,41.89280130019078,"{'longitude': '-87.62810221636164', 'needs_recoding': False, 'latitude': '41.89280130019078'}",,-87.62810221636164,,,18.0,14-00764946,,,Completed,612 N STATE ST,Sanitation Code Violation,42.0,,1176262.73338524,1904315.81849211,60654.0
903231,Vacant and Abandoned Buildings Reported,Open,48609,S,WOLCOTT,6951,AVE,0.0,67.0,,2015-04-03T00:00:00,,1ST FLOOR REAR,Vacant,,0.0,41.76753193732709,"{'longitude': '-87.67117331983253', 'needs_recoding': False, 'latitude': '41.767531937327085'}",Front,-87.67117331983253,,,7.0,15-01119549,Vacant/Abandoned Building,,,,,17.0,,1164887.5854912,1858574.75138153,60636.0
244731,Graffiti Removal,Pole,44731,,,,,,13.0,2011-09-07T00:00:00,2011-09-07T00:00:00,,,,,,41.98317645731145,"{'longitude': '-87.70893943216761', 'needs_recoding': False, 'latitude': '41.98317645731145'}",,-87.70893943216761,,,17.0,11-03740816,,,Completed,3200 W BRYN MAWR AVE,Graffiti Removal,40.0,Brick - Painted,1154030.63927197,1937038.65998421,60659.0
445622,Graffiti Removal,Door,45622,,,,,,31.0,2014-01-10T00:00:00,2014-01-10T00:00:00,,,,,,41.8577523885477,"{'longitude': '-87.6621590784793', 'needs_recoding': False, 'latitude': '41.8577523885477'}",,-87.66215907847929,,,12.0,14-00040466,,,Completed,1421 W 18TH ST,Graffiti Removal,25.0,Other / Unknown Surface,1167093.42992943,1891509.88502106,60608.0
1159671,Pot Holes Reported,Pothole in Street,46333,,,,,,6.0,2014-05-05T00:00:00,2014-03-24T00:00:00,,,,,,41.941188054593574,"{'longitude': '-87.64812085454875', 'needs_recoding': False, 'latitude': '41.94118805459358'}",,-87.64812085454876,,,19.0,14-00415636,,8.0,Completed - Dup,728 W MELROSE ST,,44.0,,1170798.22641148,1921868.19302479,60657.0
805114,Graffiti Removal,Front,5114,,,,,,21.0,2016-10-13T00:00:00,2016-10-12T00:00:00,,,,,,41.932071295155026,"{'longitude': '-87.71301279398686', 'needs_recoding': False, 'latitude': '41.932071295155026'}",,-87.71301279398685,,,14.0,16-07155127,,,Completed,3418 W DIVERSEY AVE,Graffiti Removal,35.0,Brick - Painted,1153123.8422164,1918412.79879857,60647.0
404111,Graffiti Removal,Front,4111,,,,,,30.0,2013-09-27T00:00:00,2013-09-26T00:00:00,,,,,,41.848388426223,"{'longitude': '-87.71993181260574', 'needs_recoding': False, 'latitude': '41.848388426223'}",,-87.71993181260574,,,10.0,13-01433663,,,Completed,2346 S HAMLIN AVE,Graffiti Removal,22.0,Brick - Painted,1151410.25052013,1888128.06013271,60623.0
1259084,Pot Holes Reported,Pothole in Street,45746,,,,,,11.0,2015-04-22T00:00:00,2015-04-14T00:00:00,Final Outcome,,,,,41.98882497209979,"{'longitude': '-87.76685255732754', 'needs_recoding': False, 'latitude': '41.98882497209979'}",,-87.76685255732754,Completed Upon Arrival,0.0,16.0,15-01327009,,,Completed,5900 N CENTRAL AVE,,45.0,,1138283.22987985,1938999.46010524,60646.0
732176,Graffiti Removal,Front,32176,,,,,,65.0,2016-03-15T00:00:00,2016-03-15T00:00:00,,,,,,41.78368371644506,"{'longitude': '-87.72304927161483', 'needs_recoding': False, 'latitude': '41.78368371644506'}",,-87.72304927161484,,,8.0,16-01747834,,3.0,Completed,6014 S PULASKI RD,Graffiti Removal,23.0,Brick - Unpainted,1150734.07901461,1864363.01937635,60629.0
162353,Graffiti Removal,Traffic Control Box,12353,,,,,,20.0,2011-05-25T00:00:00,2011-05-25T00:00:00,,,,,,41.924316556159724,"{'longitude': '-87.73160367582591', 'needs_recoding': False, 'latitude': '41.92431655615973'}",,-87.7316036758259,,,25.0,11-02123537,,,Completed,4159 W FULLERTON AVE,Graffiti Removal,31.0,Metal,1148177.17012096,1915629.94758565,60639.0
485546,Graffiti Removal,Door,35546,,,,,,61.0,2014-04-18T00:00:00,2014-04-18T00:00:00,,,,,,41.80788917220697,"{'longitude': '-87.6651014927329', 'needs_recoding': False, 'latitude': '41.80788917220697'}",,-87.6651014927329,,,9.0,14-00561079,,10.0,Completed,4722 S ASHLAND AVE,Graffiti Removal,20.0,Metal - Painted,1166467.13053382,1873406.87410857,60609.0
753225,Graffiti Removal,Traffic Control Box,3225,,,,,,59.0,2016-05-12T00:00:00,2016-05-12T00:00:00,,,,,,41.835205846199905,"{'longitude': '-87.67066364665564', 'needs_recoding': False, 'latitude': '41.83520584619991'}",,-87.67066364665564,,,9.0,16-03288405,,,Completed,3224 S WOOD ST,Graffiti Removal,25.0,Metal - Painted,1164868.45232605,1883494.72819321,60608.0
651387,Graffiti Removal,Front,1387,,,,,,77.0,2015-07-22T00:00:00,2015-07-21T00:00:00,,,,,,41.977062720779244,"{'longitude': '-87.6685370997183', 'needs_recoding': False, 'latitude': '41.97706272077924'}",,-87.6685370997183,,,20.0,15-03549111,,22.0,Completed,5228 N CLARK ST,Graffiti Removal,40.0,Brick - Painted,1165055.28083292,1934916.42002722,60640.0
1366598,Pot Holes Reported,Pothole in Street,3260,,,,,,1.0,2017-03-22T00:00:00,2017-03-08T00:00:00,Final Outcome,,,,,41.99834095356513,"{'longitude': '-87.65654660731238', 'needs_recoding': False, 'latitude': '41.998340953565126'}",,-87.65654660731238,Completed Upon Arrival,0.0,24.0,17-01295624,,54.0,Completed,1000 W SHERIDAN RD,,49.0,,1168222.42933265,1942672.52908623,60660.0
1332615,Pot Holes Reported,Pothole in Street,19277,,,,,,31.0,2016-07-26T00:00:00,2016-06-10T00:00:00,,,,,,41.847668018748735,"{'longitude': '-87.68074843896828', 'needs_recoding': False, 'latitude': '41.847668018748735'}",,-87.68074843896828,,,10.0,16-04037040,,,Completed - Dup,2200 W COULTER ST,,25.0,,1162088.80649874,1887729.10629303,60608.0
905081,Vacant and Abandoned Buildings Reported,Open,459,S,JUSTINE,6919,ST,0.0,67.0,,2015-07-30T00:00:00,,FRONT,Vacant,,0.0,41.76821897512762,"{'longitude': '-87.66269554585874', 'needs_recoding': False, 'latitude': '41.76821897512762'}",Front,-87.66269554585872,,,7.0,15-03726233,Vacant/Abandoned Building,,,,,16.0,,1167198.38652028,1858843.02109268,60636.0
217389,Graffiti Removal,Front,17389,,,,,,1.0,2012-08-22T00:00:00,2012-08-02T00:00:00,,,,,,42.01127233722264,"{'longitude': '-87.6761309111561', 'needs_recoding': False, 'latitude': '42.011272337222636'}",,-87.67613091115611,,,24.0,12-01386635,,,Completed,1801 W ESTES AVE,Graffiti Removal,49.0,Wood - Painted,1162876.4620976,1947423.91151915,60626.0
395302,Graffiti Removal,Front,45302,,,,,,16.0,2013-09-10T00:00:00,2013-09-06T00:00:00,,,,,,41.9521061535141,"{'longitude': '-87.71705130824331', 'needs_recoding': False, 'latitude': '41.9521061535141'}",,-87.71705130824331,,,17.0,13-01301926,,,Completed,3912 N ELSTON AVE,Graffiti Removal,35.0,"Cement (Sidewalk, Alley, Wall, Curb)",1151939.01578724,1925748.65176577,60618.0
161229,Graffiti Removal,Side,11229,,,,,,31.0,2011-05-25T00:00:00,2011-05-24T00:00:00,,,,,,41.857087214284746,"{'longitude': '-87.66064322885786', 'needs_recoding': False, 'latitude': '41.85708721428475'}",,-87.66064322885786,,,12.0,11-02087328,,,Completed,1344 W 18TH PL,Graffiti Removal,25.0,Brick - Unpainted,1167698.06622137,1891196.00992327,60608.0
48481,Graffiti Removal,Front,48481,,,,,,21.0,2012-02-14T00:00:00,2012-02-12T00:00:00,,,,,,41.93374245352005,"{'longitude': '-87.72588866253152', 'needs_recoding': False, 'latitude': '41.933742453520054'}",,-87.7258886625315,,,25.0,12-00191603,,,Completed - Dup,3930 W GEORGE ST,Graffiti Removal,30.0,Wood - Painted,1149549.78308913,1918991.4312688,60618.0
28815,Graffiti Removal,Rear,28815,,,,,,58.0,2013-01-28T00:00:00,2013-01-25T00:00:00,,,,,,41.82535022711721,"{'longitude': '-87.70944517168388', 'needs_recoding': False, 'latitude': '41.825350227117205'}",,-87.70944517168388,,,9.0,13-00096848,,,Completed - Dup,3400 W 37TH PL,Graffiti Removal,12.0,Aluminum Siding,1154312.11816807,1879525.62090372,60632.0
601146,Graffiti Removal,Front,1146,,,,,,59.0,2015-03-05T00:00:00,2015-03-05T00:00:00,,,,,,41.83061187864958,"{'longitude': '-87.6655072050887', 'needs_recoding': False, 'latitude': '41.83061187864958'}",,-87.66550720508872,,,9.0,15-00537375,,13.0,Completed,1558 W 35TH ST,Graffiti Removal,11.0,Stucco,1166446.78989975,1881537.75453174,60609.0
1469198,Sanitation Code Complaints,Other,48418,,,,,,13.0,2016-05-02T00:00:00,2016-04-30T00:00:00,,,,,,41.983042851673844,"{'longitude': '-87.73209148105262', 'needs_recoding': False, 'latitude': '41.98304285167384'}",,-87.73209148105263,,,17.0,16-02948067,,,Completed,5616 N KEDVALE AVE,Sanitation Code Violation,39.0,,1147718.90081754,1936984.46743335,60646.0
301353,Graffiti Removal,Pole,1353,,,,,,30.0,2011-11-22T00:00:00,2011-11-22T00:00:00,,,,,,41.8370095923351,"{'longitude': '-87.72327971478495', 'needs_recoding': False, 'latitude': '41.8370095923351'}",,-87.72327971478495,,,10.0,11-04157227,,,Completed,3934 W 31ST ST,Graffiti Removal,22.0,Metal,1150524.26020478,1883747.89011262,60623.0
1261987,Pot Holes Reported,Pothole in Street,48649,,,,,,48.0,2015-04-24T00:00:00,2014-04-02T00:00:00,,,,,,41.72631761360307,"{'longitude': '-87.5539045237363', 'needs_recoding': False, 'latitude': '41.72631761360307'}",,-87.5539045237363,,,4.0,14-00473847,,,Completed - Dup,2899 E 93RD ST,,10.0,,1197006.80999267,1843866.30998449,60617.0
912807,Vacant and Abandoned Buildings Reported,Boarded,8185,S,COLES,7257,AVE,0.0,43.0,,2017-02-26T00:00:00,,,Vacant,,0.0,41.76415491241233,"{'longitude': '-87.56266567491805', 'needs_recoding': False, 'latitude': '41.76415491241233'}",Front,-87.56266567491804,,,3.0,17-01096882,Vacant/Abandoned Building,,,,,7.0,,1194499.74166707,1857590.74581669,60649.0
695065,Graffiti Removal,Rear,45065,,,,,,17.0,2015-11-17T00:00:00,2015-11-17T00:00:00,,,,,,41.95155105994177,"{'longitude': '-87.80707703236318', 'needs_recoding': False, 'latitude': '41.95155105994177'}",,-87.80707703236318,,,16.0,15-06217900,,,Completed,3925 N HARLEM AVE,Graffiti Removal,38.0,Wood - Painted,1127363.08923077,1925340.20449414,60634.0
180913,Graffiti Removal,Garage,30913,,,,,,21.0,2012-07-06T00:00:00,2012-06-19T00:00:00,,,,,,41.938487372174585,"{'longitude': '-87.71840374458074', 'needs_recoding': False, 'latitude': '41.938487372174585'}",,-87.71840374458073,,,25.0,12-01105333,,,Completed - Dup,3137 N MONTICELLO AVE,Graffiti Removal,35.0,Aluminum Siding,1151518.14009801,1920617.20039208,60618.0
1157929,Pot Holes Reported,Pothole in Street,44591,,,,,,25.0,2014-04-29T00:00:00,2014-04-29T00:00:00,Final Outcome,,,,,41.87778667123096,"{'longitude': '-87.74640359633146', 'needs_recoding': False, 'latitude': '41.87778667123096'}",,-87.74640359633145,Pothole Patched,1.0,15.0,14-00616861,,,Completed,4830 W QUINCY ST,,28.0,,1144240.80002211,1898565.67001244,60644.0
321461,Graffiti Removal,Front,21461,,,,,,6.0,2011-12-20T00:00:00,2011-12-20T00:00:00,,,,,,41.934461764553035,"{'longitude': '-87.64605916440512', 'needs_recoding': False, 'latitude': '41.93446176455303'}",,-87.64605916440512,,,23.0,11-04279669,,8.0,Completed,2865 N CLARK ST,Graffiti Removal,44.0,Metal,1171215.61141035,1919439.86071346,60657.0
1289893,Pot Holes Reported,Pothole in Street,26555,,,,,,29.0,2015-11-13T00:00:00,2015-10-05T00:00:00,Final Outcome,,,,,41.86488431600035,"{'longitude': '-87.73355340883745', 'needs_recoding': False, 'latitude': '41.86488431600035'}",,-87.73355340883745,Pothole Patched,10.0,10.0,15-05261019,,,Completed,1239 S KOLIN AVE,,24.0,,1147578.21008634,1894086.83778403,60623.0
687079,Graffiti Removal,Front,37079,,,,,,6.0,2015-10-27T00:00:00,2015-10-27T00:00:00,,,,,,41.953868518272635,"{'longitude': '-87.6691833761372', 'needs_recoding': False, 'latitude': '41.95386851827264'}",,-87.6691833761372,,,19.0,15-05672732,,,Completed,3948 N ASHLAND AVE,Graffiti Removal,47.0,Metal - Unpainted,1164950.03011687,1926291.05941738,60613.0
911994,Vacant and Abandoned Buildings Reported,Open,7372,S,EAST END,7920,AVE,1.0,46.0,,2016-07-06T00:00:00,,,Vacant,,0.0,41.75118357988317,"{'longitude': '-87.58297405681255', 'needs_recoding': False, 'latitude': '41.75118357988317'}",Front,-87.58297405681256,,,4.0,16-04743051,Vacant/Abandoned Building,,,,,8.0,,1189000.49996931,1852815.11002721,60617.0
804327,Graffiti Removal,Front,4327,,,,,,24.0,2016-10-12T00:00:00,2016-10-12T00:00:00,,,,,,41.900588537129494,"{'longitude': '-87.68711084398167', 'needs_recoding': False, 'latitude': '41.900588537129494'}",,-87.68711084398167,,,12.0,16-07158762,,,Completed,1040 N WESTERN AVE,Graffiti Removal,1.0,"Cement (Sidewalk, Alley, Wall, Curb)",1160216.07887303,1906958.97558901,60622.0
1164722,Pot Holes Reported,Pothole in Street,1384,,,,,,7.0,2014-05-15T00:00:00,2014-04-09T00:00:00,Final Outcome,,,,,41.92832904744142,"{'longitude': '-87.66206318049548', 'needs_recoding': False, 'latitude': '41.92832904744142'}",,-87.6620631804955,CDOT Alley Pot Hole Transfer Outcome,0.0,19.0,14-00515019,,,Completed,2543 N WAYNE AVE,,32.0,,1166880.27997058,1917009.69057942,60614.0
3188,Graffiti Removal,Garage,3188,,,,,,46.0,2011-01-05T00:00:00,2011-01-04T00:00:00,,,,,,41.74642700461494,"{'longitude': '-87.55160589479286', 'needs_recoding': False, 'latitude': '41.74642700461494'}",,-87.55160589479286,,,4.0,11-00015651,,,Completed,8200 S COMMERCIAL AVE,Graffiti Removal,10.0,Aluminum Siding,1197615.31699391,1851175.71372897,60617.0
27671,Graffiti Removal,Front,27671,,,,,,63.0,2011-01-25T00:00:00,2011-01-25T00:00:00,,,,,,41.7939813465735,"{'longitude': '-87.68414174128355', 'needs_recoding': False, 'latitude': '41.7939813465735'}",,-87.68414174128355,,,9.0,11-00117802,,,Completed,2400 W 55TH ST,Graffiti Removal,14.0,Brick - Painted,1161304.56226739,1868147.78041554,60632.0
929489,Pot Holes Reported,Pot Hole in Street,16151,,,,,,8.0,2011-01-31T00:00:00,2011-01-31T00:00:00,Dispatch Crew,,,,,41.89830319917152,"{'longitude': '-87.62809703280747', 'needs_recoding': False, 'latitude': '41.898303199171515'}",,-87.62809703280746,Pothole Patched,2.0,18.0,11-00145239,,,Completed,857 N STATE ST,,42.0,,1176208.02257155,1906306.50009789,60610.0
1257356,Pot Holes Reported,Pothole in Street,44018,,,,,,22.0,2015-04-20T00:00:00,2014-03-08T00:00:00,,,,,,41.92765679560385,"{'longitude': '-87.71204456782127', 'needs_recoding': False, 'latitude': '41.92765679560385'}",,-87.71204456782128,,,14.0,14-00328136,,,Completed - Dup,2539 N KIMBALL AVE,,35.0,,1153281.61383409,1916675.15919674,60647.0
730665,Graffiti Removal,Front,30665,,,,,,13.0,2016-03-09T00:00:00,2016-03-08T00:00:00,,,,,,41.97897918326757,"{'longitude': '-87.71377174041481', 'needs_recoding': False, 'latitude': '41.97897918326757'}",,-87.71377174041481,,,17.0,16-01468404,,,Completed,5348 N KIMBALL AVE,Graffiti Removal,39.0,Brick - Unpainted,1152755.75028124,1935333.52250891,60625.0
1166488,Pot Holes Reported,Pothole in Street,3150,,,,,,5.0,2014-05-21T00:00:00,2014-05-01T00:00:00,Final Outcome,,,,,41.95318860669651,"{'longitude': '-87.6899634253514', 'needs_recoding': False, 'latitude': '41.95318860669651'}",,-87.68996342535141,No Potholes Found,0.0,19.0,14-00634622,,38.0,Completed,2438 W DAKIN ST,,47.0,,1159420.85046758,1926150.83998162,60618.0
692465,Graffiti Removal,Door,42465,,,,,,31.0,2015-11-10T00:00:00,2015-11-10T00:00:00,,,,,,41.85523740168232,"{'longitude': '-87.65894639626468', 'needs_recoding': False, 'latitude': '41.85523740168232'}",,-87.65894639626468,,,12.0,15-06073310,,,Completed,1950 S THROOP ST,Graffiti Removal,25.0,Wood - Painted,1168005.71726811,1890873.84162059,60608.0
1124269,Pot Holes Reported,Pot Hole in Street,10931,,,,,,25.0,2014-02-21T00:00:00,2014-02-19T00:00:00,,,,,,41.877517869998975,"{'longitude': '-87.75510847082779', 'needs_recoding': False, 'latitude': '41.87751786999898'}",,-87.75510847082779,,,15.0,14-00234926,,,Completed - Dup,234 S LARAMIE AVE,,29.0,,1141759.66378457,1898505.7411167,60644.0
